ufn,fish_species,stom_proc_date,microscope_hours,stom_weight_full,stom_weight_empty,food_weight_raw,food_weight_corr,fullness_cat,fullness_mean,kingdom,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species,life_stage,sex,count,length_max,length_min,length_avg,digestion_state,prey_weight_raw,prey_weight_corr,size_class,subsample,comment
U5135,Chum,2019-05-17,1,456.7,335.3,19.8,30.492,0-25%,12.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,1,0.1,0.1,0.1,1,0.1,0.154,<1,N,
U5135,Chum,2019-05-17,1,456.7,335.3,19.8,30.492,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,4,1.1,1,1.05,1,0.1,0.154,1 to 2,N,
U5135,Chum,2019-05-17,1,456.7,335.3,19.8,30.492,0-25%,12.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Veliger,,1,0.6,0.6,0.6,2,0.1,0.154,<1,N,
U5135,Chum,2019-05-17,1,456.7,335.3,19.8,30.492,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,477,3,2,2.5,1,36.4,56.056,2 to 5,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,Copepodite,,1,0.4,0.4,0.4,1,0.1,0.154,<1,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,3,0.2,0.2,0.2,1,0.1,0.154,<1,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,1,3.3,3.3,3.3,1,0.6,0.924,2 to 5,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,,,,3,2.6,2.2,2.4,2,1.3,2.002,2 to 5,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,3,1,0.8,0.9,1,0.1,0.154,<1,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Amphibalanus,improvisus,Cyprid,,2,0.5,0.5,0.5,1,0.1,0.154,<1,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Nauplii,,1,0.5,0.5,0.5,1,0.1,0.154,<1,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Ctenophora,,,,,,,,,,,,1,3.8,3.8,3.8,2,6.1,9.394,2 to 5,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,64,3.8,1.9,2.85,1,4.3,6.622,2 to 5,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,137,4.3,1.9,3.1,2,11.9,18.326,2 to 5,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Cnidaria,,,,,,,,,,,,1,2.9,2,2.45,4,14.3,22.022,2 to 5,N,
U5136,Chum,2019-05-17,1.5,453,346.3,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,1,1,1,1,2,0.1,0.154,<1,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,1,0.2,0.2,0.2,2,0.1,0.154,<1,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,Animalia,Platyhelminthes,Rhabditophora,Trematoda,,,,,,,,Parasite,,1,0.9,0.9,0.9,0,0.1,0.154,<1,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Veliger,,1,0.5,0.5,0.5,2,0.1,0.154,<1,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,,,,Zoea,,2,1.3,1.3,1.3,3,0.1,0.154,1 to 2,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,2,0.9,0.8,0.85,1,0.1,0.154,<1,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,384,3.8,1.9,2.85,1,30,46.2,2 to 5,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,248,3.3,1.4,2.35,2,25,38.5,2 to 5,N,
U5500,Chum,2019-05-17,1.5,340.9,266.5,28.1,43.274,0-25%,12.5,,,,,,,,,,Goop,,,,1,1,0.5,0.75,4,1.1,1.694,<1,N,
U5137,Chum,2019-05-20,1.5,334.2,261.7,27,41.58,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,164,3.8,1.9,2.85,1,13.4,20.636,2 to 5,N,
U5137,Chum,2019-05-20,1.5,334.2,261.7,27,41.58,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,354,4.3,1.4,2.85,2,30.4,46.816,2 to 5,N,
U5137,Chum,2019-05-20,1.5,334.2,261.7,27,41.58,0-25%,12.5,Animalia,Platyhelminthes,Rhabditophora,Trematoda,,,,,,,,Parasite,,1,1.1,1.1,1.1,0,0.1,0.154,1 to 2,N,
U5137,Chum,2019-05-20,1.5,334.2,261.7,27,41.58,0-25%,12.5,,,,,,,,,,Goop,,,,1,1,0.5,0.75,4,13.7,21.098,<1,N,
U5137,Chum,2019-05-20,1.5,334.2,261.7,27,41.58,0-25%,12.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Veliger,,2,0.4,0.4,0.4,2,0.1,0.154,<1,N,
U5137,Chum,2019-05-20,1.5,334.2,261.7,27,41.58,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,1,0.4,0.4,0.4,2,0.1,0.154,<1,N,
U5137,Chum,2019-05-20,1.5,334.2,261.7,27,41.58,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,2,0.8,0.8,0.8,2,0.1,0.154,<1,N,
U5138,Chum,2019-05-20,0.5,227.6,204.4,1.6,2.464,0-25%,12.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,1,0.3,0.3,0.3,2,0.1,0.154,<1,N,
U5138,Chum,2019-05-20,0.5,227.6,204.4,1.6,2.464,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,18,4.3,1.9,3.1,2,1.7,2.618,2 to 5,N,
U5139,Chum,2019-05-20,1,475.1,362.8,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Brachyura,,,,Zoea,,1,1.2,1.2,1.2,2,0.1,0.154,1 to 2,N,
U5139,Chum,2019-05-20,1,475.1,362.8,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,1,1,1,1,3,0.1,0.154,2 to 5,N,
U5139,Chum,2019-05-20,1,475.1,362.8,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,3,0.5,0.5,0.5,1,0.1,0.154,<1,N,
U5139,Chum,2019-05-20,1,475.1,362.8,23.8,36.652,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,268,3.8,1.9,2.85,1,26.2,40.348,2 to 5,N,
U5139,Chum,2019-05-20,1,475.1,362.8,23.8,36.652,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,194,3.8,1.9,2.85,2,18.1,27.874,2 to 5,N,
U5139,Chum,2019-05-20,1,475.1,362.8,23.8,36.652,0-25%,12.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,2,0.1,0.1,0.1,1,0.1,0.154,<1,N,
U5139,Chum,2019-05-20,1,475.1,362.8,23.8,36.652,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Nauplii,,2,0.4,0.4,0.4,1,0.1,0.154,<1,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,,,,Zoea,,1,2.8,2.8,2.8,3,0.3,0.462,2 to 5,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,3,0.3,0.3,0.3,2,0.1,0.154,<1,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,3,3.2,3.2,3.2,1,2.3,3.542,2 to 5,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,,,3,2.9,2.5,2.7,2,1.3,2.002,2 to 5,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,15,2,1.1,1.55,2,4.4,6.776,1 to 2,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,67,2.3,2,2.15,1,3.9,6.006,2 to 5,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,203,3.8,1.4,2.6,2,26.7,41.118,2 to 5,N,
U5140,Chum,2019-05-20,1,346.9,277.3,15.7,24.178,0-25%,12.5,,,,,,,,,,Goop,,,,1,1,0.5,0.75,4,4.5,6.93,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,,,,,,,,,,Goop,,,,1,1,0.5,0.75,4,3.4,5.236,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,3,0.3,0.1,0.2,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Bryozoa,,,,,,,,,,Larvae,,2,0.5,0.5,0.5,2,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Kellidae,Kellia,suborbicularis,Veliger,,14,0.5,0.4,0.45,1,0.2,0.308,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Chordata,Verbrata,Actinopterygii,,,,,,,,Larvae,,1,2.1,2.1,2.1,3,0.1,0.154,2 to 5,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,,,,,,,,,,Microplastic_fiber,,Object,,5,3,1,2,0,0.1,0.154,2 to 5,N,"blue, red and transparent fibers"
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,,,,,,,,,,Detritus,,,,2,0.7,0.4,0.55,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Egg,,1,0.5,0.5,0.5,2,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Podon,leuckartii,,,1,0.6,0.6,0.6,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,3,0.6,0.3,0.45,2,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Nauplii,,1,0.4,0.4,0.4,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Calyptopis,,1,1.3,1.3,1.3,1,0.1,0.154,1 to 2,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Calyptopis,,1,2.5,2.5,2.5,1,0.1,0.154,2 to 5,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,5,1.1,0.9,1,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Paracalanidae,Paracalanus,parvus,,,2,1,0.9,0.95,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,1,0.8,0.8,0.8,2,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,F,2,2.1,1.6,1.85,1,0.4,0.616,1 to 2,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,2,3.5,3.2,3.35,2,1.6,2.464,2 to 5,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,2,1.8,1.6,1.7,2,0.3,0.462,2 to 5,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,31,0.6,0.5,0.55,1,0.8,1.232,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,32,0.6,0.3,0.45,2,0.2,0.308,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Amphibalanus,improvisus,Cyprid,,4,0.5,0.5,0.5,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,,9,0.9,0.8,0.85,1,0.3,0.462,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,glandula,Cyprid,,6,0.8,0.7,0.75,1,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Cyprid,,24,0.9,0.5,0.7,2,0.5,0.77,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Molt,,1,1.2,1.2,1.2,2,0.1,0.154,1 to 2,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Juvenile,,1,0.6,0.6,0.6,2,0.1,0.154,<1,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,214,3.3,1.4,2.35,2,9.9,15.246,2 to 5,N,
U5311,Pink,2019-05-22,6,155.4,102.9,18.1,27.874,25-50%,37.5,Animalia,Echinodermata,Asterozoa,Asteroidea,,,,,,,,Brachiolaria,,807,0.5,0.2,0.35,1,10.3,15.862,<1,N,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,6,0.3,0.2,0.25,1,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Bryozoa,,,,,,,,,,Larvae,,3,0.6,0.6,0.6,1,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Kellidae,Kellia,suborbicularis,Veliger,,16,0.4,0.4,0.4,1,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Hexapoda,Insecta,,,,,,,,,,1,2,2,2,3,0.4,0.616,2 to 5,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,,,,,,,,,,Microplastic_chunk,,Object,,1,1.2,1.2,1.2,0,0.4,0.616,1 to 2,Rare,"pink, globular"
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,3,0.5,0.3,0.4,2,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,10,1,0.8,0.9,1,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,pacificus,,,1,3,3,3,1,0.6,0.924,2 to 5,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,F,2,1.7,1.6,1.65,2,0.1,0.154,1 to 2,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Paracalanidae,Paracalanus,parvus,,,1,0.7,0.7,0.7,2,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Centropagidae,Centropages,abdominalis,,F,2,1.9,1.9,1.9,1,0.2,0.308,1 to 2,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,,,,,,3,1.6,1.1,1.35,2,0.6,0.924,2 to 5,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pleopis,polyphemoides,,,1,0.5,0.5,0.5,1,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,,,,Larvae,,3,1.2,1.2,1.2,3,0.1,0.154,1 to 2,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Molt,,1,1.2,1.2,1.2,2,0.1,0.154,1 to 2,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Amphibalanus,improvisus,Cyprid,,1,0.5,0.5,0.5,1,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,,,,,,,,,,Goop,,,,1,1,0.5,0.75,4,2.6,4.004,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Veliger,,5,0.6,0.4,0.5,1,0.1,0.154,<1,Rare,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,crenatus,Cyprid,,28,0.8,0.7,0.75,1,0.4,0.616,<1,Subsample_25,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Balanus,glandula,Cyprid,,8,0.8,0.7,0.75,1,0.4,0.616,<1,Subsample_25,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Cyprid,,40,0.9,0.5,0.7,2,0.4,0.616,<1,Subsample_25,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,60,0.7,0.4,0.55,1,1.6,2.464,<1,Subsample_25,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,128,0.7,0.3,0.5,2,2.4,3.696,<1,Subsample_25,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,596,4.8,1.9,3.35,2,26.4,40.656,2 to 5,Subsample_25,
U5310,Pink,2019-05-23,6,241.4,147.3,33.5,51.59,25-50%,37.5,Animalia,Echinodermata,Asterozoa,Asteroidea,,,,,,,,Brachiolaria,,1780,0.4,0.2,0.3,1,22,33.88,<1,Subsample_25,
U5309,Pink,2019-05-27,6,173.4,113,22.4,34.496,25-50%,37.5,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Kellidae,Kellia,suborbicularis,Veliger,,12,0.4,0.3,0.35,2,0.1,0.154,<1,N,
U5309,Pink,2019-05-27,6,173.4,113,22.4,34.496,25-50%,37.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,78,3.3,1.9,2.6,2,1.9,2.926,2 to 5,N,
U5309,Pink,2019-05-27,6,173.4,113,22.4,34.496,25-50%,37.5,Animalia,Annelida,,Polychaeta,Sedentaria,Spionida,Spioniformia,,Spionidae,,,Nectochaete,,11,1.3,1,1.15,1,0.4,0.616,1 to 2,N,
U5309,Pink,2019-05-27,6,173.4,113,22.4,34.496,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Cyclopoida,Ergasilida,,Corycaeidae,Ditrichocorycaeus,anglicus,,,9,1.1,0.8,0.95,1,0.3,0.462,<1,N,
U5309,Pink,2019-05-27,6,173.4,113,22.4,34.496,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Harpacticoida,,,Thalestridae,,,,,1,1.1,1.1,1.1,1,0.1,0.154,1 to 2,N,
U5309,Pink,2019-05-27,6,173.4,113,22.4,34.496,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Harpacticoida,,,Miraciidae,Sarsamphiascus,,,,1,0.9,0.9,0.9,1,0.1,0.154,<1,N,
U5309,Pink,2019-05-27,6,173.4,113,22.4,34.496,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,1,3.2,3.2,3.2,2,0.7,1.078,2 to 5,N,
