ufn_names,simple_semsp_names,site_names,species_names,date_names,year_names,week_names,Acartia,Acartia_clausi,Acartia_longiremis,Actinopterygii_Egg,Actinopterygii_Larvae,Aetideus_divergens,Alienacanthomysis_macropsis,Ammodytes_hexapterus_Juvenile,Amphibalanus_improvisus_Cyprid,Amphipoda,Anomura_Zoea,Arachnida,Balanomorpha,Balanomorpha_Cyprid,Balanomorpha_Juvenile,Balanomorpha_Molt,Balanomorpha_Nauplii,Balanus_crenatus_Cyprid,Balanus_glandula_Cyprid,Brachyura_Megalopa,Brachyura_Zoea,Bryozoa_Larvae,Calanidae_Nauplii,Calanoida,Calanoida_Copepodite,Calanus,Calanus_marshallae,Calanus_pacificus,Cancer_Larvae,Cancer_oregonensis_Zoea,Cancer_productus_Zoea,Caprella,Caridea_Zoea,Centropages_abdominalis,Cnidaria,Copepoda,Corophiida,Coscinodiscophycidae,Crustacea,Ctenophora,Culicomorpha,Cumacea,Cyclopoida,Detritus,Digested_food,Digested_food_worms,Diptera,Ditrichocorycaeus_anglicus,Ditrichocorycaeus_anglicus_Copepodite,Echinodermata_Larvae,Epilabidocera_amphrites,Epilabidocera_amphrites_Copepodite,Eucalanus,Eucalanus_bungii,Eukrohnia_hamata,Eumalacostraca_Larvae,Euphausia_pacifica,Euphausiidae,Euphausiidae_Calyptopis,Euphausiidae_Egg,Euphausiidae_Furcilia,Euphausiidae_Nauplii,Evadne,Evadne_normanni,Evadne_tergestina,Harpacticoida,Harpacticus,Hemigrapsus_Larvae,Hyale,Hyperia,Hyperiidae,Hyperiidae_Juvenile,Hyperoche,Hyperoche_mediterranea,Hyperoche_medusarum,Insecta,Insecta_Larvae,Isopoda_Juvenile,Isopoda_Larvae,Kellia_suborbicularis_Veliger,Limacina_helicina,Lophopanopeus_bellus_Larvae,Mesocalanus_tenuicornis,Metridia,Microcalanus_pygmaeus_pusillus,Microsetella_rosea,Microstomus_pacificus_Egg,Monstrilla,Nannastacidae,Neocalanus_plumchrus,Neotrypaea_californiensis_Zoea,Objects,Oikopleura,Oncaea,Oregonia_gracilis_Larvae,Ostracoda,Paguridae_Zoea,Pandalidae_Zoea,Paracalanus_parvus,Parasites,Phaeophyceae,Pinnotheres_taylori_Zoea_I,Pinnotheridae_Zoea,Pleocyemata_Larvae,Pleocyemata_Zoea,Pleuronichthys_coenosus_Egg,Podon,Podon_leuckartii,Podon_polyphemoides,Podonidae,Polychaeta_Nectochaete,Porcellanidae_Zoea,Primno_macropa,Pseudocalanus,Pteropoda,Pteropoda_Egg,Pteropoda_Veliger,Pugettia_Megalopa,Sagittoidea,Sarsamphiascus,Semibalanus_balanoides_Cyprid,Senticaudata,Siphonophorae,Spionidae_Nectochaete,Themisto_pacifica,Tigriopus,Tisbe,Tomopteris,Tomopteris_septentrionalis,Tortanus_discaudatus,Total
U5238,D07-CU-9,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087796313,0.087796313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.565408253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087796313,89.55223881,0,0,0,0.35118525,0.7023705,0,0,0,0,0,0,0,0,0,0,0.087796313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.633889377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087796313,0,0,1.755926251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5239,D07-CU-1,D07,Chum,2016-05-19,2016,19-May,0.084817642,0,0,0,0,0,0,0,0,0,0,0,0,0.084817642,0,0,0.084817642,0,0.084817642,0,0,0,0.084817642,0,0,0,0,0,0,0,0,0,0,0,10.94147583,0,0,0.084817642,0,0,0,0,0,0.084817642,2.374893978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084817642,41.7302799,0,0.084817642,0,0,0.339270568,0,0,0,0,0,0,0,0,0,0,0.084817642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7480916,0,0,0,0,0,0.084817642,0,0,0,0,0,0,0,0,0,0.084817642,0.678541137,0,0,0,0,0,0,0.169635284,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5240,D07-CU-5,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079428118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079428118,85.46465449,0,0,0,0.31771247,5.083399523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238284353,4.130262113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.447974583,0,0,0,0,0,0,0.079428118,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5241,D07-CU-6,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189753321,0,0,0.189753321,0.189753321,0,0,0,0,0,0,0.189753321,0,0,0,0,0,0,0,0,0,0,0,0,0.189753321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189753321,80.45540797,0,1.328273245,0,0.189753321,0.759013283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.18026565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759013283,0,0,0,0,0,0,0.189753321,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5242,D07-CU-7,D07,Chum,2016-05-19,2016,19-May,0,0,0,0.315789474,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316,47.57894737,0,0,0,0,1.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.26315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0.842105263,0,0,0,0,0,0,0.210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5243,D07-CU-4,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137362637,0,0,0.137362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137362637,0.137362637,0,0.137362637,0,0,0.137362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.76373626,0,0,0,0,0,0,0.137362637,0,0,0,0,0,0,0.137362637,0,0.137362637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5244,D07-CU-3,D07,Chum,2016-05-19,2016,19-May,0,0.124223602,0,0,0,0,0,0,0,0,0,0,0,0.124223602,0,0,0.124223602,0,0,0,0,0,0,0,0.124223602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41614907,0,0.124223602,0,0,0.124223602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.46583851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124223602,0,0.124223602,0,0,0,0.124223602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5272,D07-CU-10,D07,Chum,2016-05-19,2016,19-May,0,0.36101083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36101083,0,0,0,0,0,0,0.722021661,0,0,0,0,0,0,0,0,0,0,52.3465704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36101083,24.90974729,0,0.36101083,0,0,0.36101083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.41155235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36101083,0,0,1.444043321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5273,D07-CU-8,D07,Chum,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090991811,0,0,0.090991811,0,0,0,0,0,0.090991811,0,0.090991811,0,0,0,0,0,0,0,0,0,0,0,0,0.090991811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090991811,90.62784349,0,0.090991811,0,0,0.363967243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090991811,7.279344859,0,0,0,0,0,0,0.090991811,0,0,0,0,0,0,0,0,0.090991811,0.727934486,0,0,0,0,0,0,0.090991811,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5422,D07-PI-3,D07,Pink,2016-05-19,2016,19-May,0,0.102774923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411099692,0.102774923,0.102774923,0,0,0,0,0.102774923,0,0,0,0,0,0,0,0,0,0.205549846,0,0,0,0.102774923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71942446,83.8643371,0,0.411099692,0.411099692,0.411099692,2.055498458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102774923,0,0,0,0,0,0,0,0,0,0,0,0,9.044193217,0,0,0,0,0,0.102774923,0,0,0,0,0,0,0,0.411099692,0.411099692,0.411099692,0.411099692,0,0,0,0,0,0,0.102774923,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5423,D07-PI-5,D07,Pink,2016-05-19,2016,19-May,0,0.126742712,0,0,0,0,0,0,0,0,0,0,0,0.126742712,0,0,0.506970849,3.168567807,0.126742712,0,0,0,0,0,0.126742712,0,0,0,0,0,0,0,0,0,0,0,0,0.126742712,0,0,0.380228137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126742712,84.15716096,0,0.506970849,0.506970849,0.506970849,2.534854246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126742712,0,0,0,0,0,0,0,0,0,0,0,0,3.548795944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506970849,0.506970849,0.506970849,1.520912548,0,0,0,0,0,0,0.126742712,0,0,0,0,0,0,0,0,0,0,0,0,0.126742712,100
U5424,D07-PI-9,D07,Pink,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0.307692308,0,0,0,0.923076923,0.307692308,0,0.307692308,9.538461538,9.230769231,15.69230769,0,24,0.307692308,0,0.923076923,0.307692308,0,1.230769231,0,0,2.769230769,0,0,0,1.846153846,0,0,0,0,9.846153846,0,0,0.307692308,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,0,0.615384615,0.307692308,0,0.307692308,0.307692308,0,0.307692308,0.307692308,0.615384615,0,0,0,0.615384615,0,0,0,0,1.846153846,0.307692308,0,0,0.307692308,0,9.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307692308,0,0,0.307692308,1.538461538,0,0,0,1.538461538,0.307692308,0.307692308,0.307692308,0,0,0,0.307692308,0,0,1.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5425,D07-PI-4,D07,Pink,2016-05-19,2016,19-May,0.192678227,0,0,0,0,0,0,0,0.192678227,0,0,0,0,0.192678227,0,0,1.541425819,1.734104046,0.963391137,0,0,0.192678227,0,0,0.192678227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192678227,0,0,0,0,0,0,0,0,0,0.385356455,51.63776493,0,0.770712909,0.770712909,0.770712909,2.312138728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385356455,0,0,0,0,0,0.192678227,0,0,0,0,0,0,33.91136802,0,0,0,0,0,0.192678227,0,0,0,0,0,0,0,0.770712909,0.770712909,0.770712909,0.770712909,0,0,0,0,0,0,0.192678227,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5426,D07-PI-10,D07,Pink,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0.477897252,0.119474313,0,0,2.867383513,4.181600956,1.433691756,0,0.119474313,0,0,0.119474313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119474313,0,0,0,0,0,0,0,0,0,0.597371565,5.256869773,0,0.119474313,0,0.477897252,0.477897252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119474313,0,0,0,0,0,0,0,0,0,0,0,0,81.83990442,0,0,0.119474313,0,0,0,0,0,0,0,0,0,0,0,0.477897252,0.477897252,0.477897252,0,0,0,0,0,0,0.119474313,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5427,D07-PI-8,D07,Pink,2016-05-19,2016,19-May,0,0,0,0,0,0,19.46778711,0,0.140056022,0,0,0,0,0.140056022,0,0,1.120448179,0.140056022,0.140056022,0,0,0,0,0,0.56022409,0,0,0,0,0,0,0,0,0.140056022,0,0,0,0.140056022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260504202,38.65546218,0,0.56022409,1.680672269,0.56022409,0.56022409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140056022,0,0,0,0,0,0,0,0,0,0,0,0,25.21008403,0,0,0,0,0,0,0,0,0,0,0,0,0,2.240896359,0.56022409,0.56022409,5.602240896,0,0,0,0.140056022,0,0,0.280112045,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5428,D07-PI-6,D07,Pink,2016-05-19,2016,19-May,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777777778,0.222222222,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.444444444,24.88888889,0.222222222,0.888888889,2.666666667,0.888888889,2.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.888888889,4.444444444,4.444444444,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5429,D07-PI-1,D07,Pink,2016-05-19,2016,19-May,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099800399,0.099800399,0,3.592814371,2.395209581,0.299401198,0,0,0,0,0.399201597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099800399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099800399,56.68662675,0,0.399201597,0,0.399201597,4.391217565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099800399,0,0,0,0,0,0,0,0,0,0,0,0,26.34730539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399201597,0.399201597,0.399201597,3.193612774,0,0,0,0,0,0.099800399,0.099800399,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5430,D07-PI-7,D07,Pink,2016-05-19,2016,19-May,0,0,0,0,0,0,24.77272727,0,0,0,0,0,0,0.113636364,0,0,5.454545455,1.931818182,1.136363636,0,0,0,0,0.454545455,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227272727,0,0,0,0,0,0,0,0,0,0,0,2.159090909,0,0,0,0,0,0.113636364,30.90909091,0,0.454545455,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113636364,0,0,0,0,0,0,0,0,0,0,0,0,29.09090909,0,0,0,0,0,0,0.113636364,0,0,0,0,0,0,0.454545455,0,0,1.363636364,0,0,0,0,0,0,0.227272727,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5431,D07-PI-2,D07,Pink,2016-05-19,2016,19-May,0,0.146412884,0,0,0,0,0,0,0,0,0,0,0,0.146412884,0,0,0.292825769,0.146412884,0.146412884,0,0,0,0,0.878477306,0.585651537,0,0,0,0,0,0,0,0,0,0,0,0,0.146412884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.049780381,65.00732064,0,1.171303075,0,0.146412884,2.928257687,0,0,0,0,0,0,0.146412884,0,0,0,0,0,0,0,0.146412884,0,0,0,0,0,0,0,0,0.146412884,0,0,0,22.84040996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146412884,0.146412884,0.439238653,1.756954612,0,0,0,0.292825769,0,0,0,0,0,0,0.146412884,0,0,0,0,0,0,0,0,0,100
U5141,D07-CU-3,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,58.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5142,D07-CU-5,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0.177304965,0,0,0,0.177304965,0,0,0,0,0.177304965,0,0.177304965,0.177304965,0,0.177304965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4751773,0,0,0,0,0,0,0,0.177304965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177304965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.57446809,0,0,0,0,0,0.177304965,0,0,0,0,0,0,0,0,0,0,0.177304965,0,0,0,0,0,0,0.177304965,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5143,D07-CU-2,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0.289855072,0,0,0,0,0.144927536,0,0,0.144927536,0.144927536,50.14492754,0,0,0,0,0,0,4.202898551,11.01449275,0.579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.014492754,0.144927536,0,1.449275362,0,0,0,0,0,0,0,0,0,0,0.144927536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.42028986,0,0,0,0,0,0.144927536,0,0.144927536,0,0,0,0,0,0,0,0,0.144927536,0.144927536,0,0,0,0.434782609,0,0,0,0,0,0,0,0,10,0,0,0.144927536,0,0,0,100
U5144,D07-CU-8,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,0,0.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5145,D07-CU-1,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128040973,0,0,0,0,4.09731114,0,0,3.969270166,1.408450704,0,0,0,0,0,0,0,0,0,0,0,0,0.128040973,0,0,0,0,0,0,0.128040973,0,0.128040973,0,0,0,0,0,0,0,0,0.256081946,0,0,0,0,0,0,0,0,0,0,0,1.280409731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128040973,0,0,0,0,0,0,0,87.83610755,0,0,0,0,0,0.128040973,0,0,0,0,0,0,0,0,0,0,0.128040973,0,0,0,0.128040973,0,0,0,0,0,0,0,0,0,0.128040973,0,0,0,0,0,0,100
U5147,D07-CU-9,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228832952,0,0,0.228832952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228832952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228832952,0,0,0,0.228832952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.62700229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228832952,0,0,0,0,0,0,100
U5148,D07-CU-6,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,23.4375,0,10.9375,32.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3125,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5149,D07-CU-4,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0.077101002,0,0,0,0,0,0,0,0.154202005,0.077101002,0.077101002,0,0,0,0,0.385505012,0,0,0.771010023,0,0,0,0,0,0,0.077101002,73.70855821,0,0,0,0,0,0,0,0,0,0,0,0.385505012,0.077101002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05551272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077101002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077101002,0,0,0,0,0,0,100
U5150,D07-CU-10,D07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215517241,0.215517241,0,0.215517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215517241,0,0,0,0,0,0,0,0,0,0,0.431034483,0,0.215517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.27586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215517241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5196,J07-CU-7,J07,Chum,2016-06-03,2016,02-Jun,0,0,0.037693178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037693178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.88692047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037693178,0,0,0,0,0,0,0,0,0,0,0,100
U5197,J07-CU-4,J07,Chum,2016-06-03,2016,02-Jun,0.060938452,0,0.060938452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.279707495,0,0,0,0,0,0,0,94.45460085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889092017,2.193784278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060938452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5198,J07-CU-5,J07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166297118,0,0,0.66518847,0.66518847,0,0,0,0,0,0,96.67405765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277161863,0.277161863,0,0,0,0,0,0,0,0,0.055432373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10864745,0,0,0.110864745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5199,J07-CU-10,J07,Chum,2016-06-03,2016,02-Jun,0,0,0.052854123,0,0,3.488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21141649,0,0.422832981,3.911205074,0,0,0,0,0,0,0.158562368,90.6448203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052854123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369978858,0,0,0,0,0,0.052854123,0,0,0,0,0,0,0,0,0,0.581395349,0,0,0,0,0.052854123,0,0,0,0,0,0,0,0,0,0,0,100
U5200,J07-CU-6,J07,Chum,2016-06-03,2016,02-Jun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.448225923,0.724112962,0,0,0,0,0,0,95.87255612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144822592,0,1.303403331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506879073,0,0,0,0,0,0,0,0,0,0,0,100
U5201,J07-CU-3,J07,Chum,2016-06-03,2016,02-Jun,0.066622252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.13524317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.399067288,0,0,0,0,0,0.266489007,0,0.799467022,0,0.066622252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066622252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066622252,0,0,0,0,0.133244504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
U5202,J07-CU-1,J07,Chum,2016-06-03,2016,02-Jun,0,0,0.07980846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558659218,0,0,0,0.478850758,0,0,13.08858739,0.957701516,0,0,0,0,0.558659218,0.07980846,82.28252195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558659218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558659218,0,0,0,0,0,0,0,0,0,0.798084597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
