survey_date,region,species,fork_length,year
2015-05-16,D,PI,86,2015
2015-05-16,D,CU,114,2015
2015-05-16,D,CU,114,2015
2015-05-16,D,CU,122,2015
2015-05-16,D,CU,101,2015
2015-05-16,D,CU,90,2015
2015-05-19,D,CU,118,2015
2015-05-19,D,CU,120,2015
2015-05-19,D,CU,107,2015
2015-05-19,D,CU,109,2015
2015-05-19,D,CU,108,2015
2015-05-19,D,CU,120,2015
2015-05-19,D,CU,114,2015
2015-05-19,D,CU,116,2015
2015-05-19,D,CU,89,2015
2015-05-20,D,CU,99,2015
2015-05-20,D,CU,82,2015
2015-05-20,D,CU,113,2015
2015-05-20,D,CU,81,2015
2015-05-20,D,CU,76,2015
2015-05-21,D,PI,83,2015
2015-05-21,D,PI,88,2015
2015-05-21,D,PI,90,2015
2015-05-21,D,PI,80,2015
2015-05-21,D,PI,88,2015
2015-05-21,D,CU,96,2015
2015-05-21,D,CU,122,2015
2015-05-21,D,CU,90,2015
2015-05-21,D,CU,84,2015
2015-05-21,D,PI,87,2015
2015-05-21,D,CU,97,2015
2015-05-21,D,CU,91,2015
2015-05-21,D,CU,111,2015
2015-05-21,D,CU,90,2015
2015-05-23,D,CU,117,2015
2015-05-23,D,CU,113,2015
2015-05-23,D,CU,116,2015
2015-05-23,D,CU,116,2015
2015-05-23,D,CU,112,2015
2015-05-23,D,CU,113,2015
2015-05-23,D,CU,114,2015
2015-05-23,D,CU,98,2015
2015-05-23,D,CU,107,2015
2015-05-23,D,CU,117,2015
2015-05-23,D,PI,85,2015
2015-05-23,D,PI,80,2015
2015-05-26,D,CU,113,2015
2015-05-26,D,CU,104,2015
2015-05-26,D,CU,103,2015
2015-05-26,D,CU,103,2015
2015-05-26,D,CU,106,2015
2015-05-28,D,CU,119,2015
2015-05-28,D,CU,134,2015
2015-05-28,D,CU,128,2015
2015-05-28,D,CU,116,2015
2015-05-28,D,CU,114,2015
2015-05-31,D,PI,62,2015
2015-05-31,D,CU,94,2015
2015-05-31,D,CU,84,2015
2015-05-31,D,CU,101,2015
2015-05-31,D,CU,99,2015
2015-05-31,D,CU,92,2015
2015-05-31,D,CU,90,2015
2015-05-31,D,CU,106,2015
2015-05-31,D,CU,87,2015
2015-05-31,D,CU,95,2015
2015-05-31,D,CU,119,2015
2015-06-01,D,CU,130,2015
2015-06-01,D,CU,125,2015
2015-06-01,D,CU,124,2015
2015-06-01,D,CU,104,2015
2015-06-01,D,CU,106,2015
2015-06-03,D,PI,134,2015
2015-06-05,D,CU,121,2015
2015-06-05,D,CU,138,2015
2015-06-05,D,CU,113,2015
2015-06-05,D,CU,127,2015
2015-06-05,D,CU,134,2015
2015-06-05,D,CU,94,2015
2015-06-05,D,CU,86,2015
2015-06-05,D,CU,93,2015
2015-06-05,D,CU,89,2015
2015-06-05,D,CU,94,2015
2015-06-05,D,CU,90,2015
2015-06-05,D,CU,89,2015
2015-06-05,D,CU,104,2015
2015-06-05,D,CU,90,2015
2015-06-07,D,CU,124,2015
2015-06-07,D,CU,133,2015
2015-06-07,D,CU,132,2015
2015-06-07,D,CU,121,2015
2015-06-07,D,CU,118,2015
2015-06-07,D,PI,121,2015
2015-06-07,D,CU,123,2015
2015-06-07,D,PI,92,2015
2015-06-07,D,PI,100,2015
2015-06-07,D,PI,98,2015
2015-06-07,D,PI,97,2015
2015-06-07,D,PI,103,2015
2015-06-07,D,PI,98,2015
2015-06-07,D,CU,94,2015
2015-06-07,D,CU,98,2015
2015-06-07,D,CU,88,2015
2015-06-07,D,CU,93,2015
2015-06-07,D,CU,99,2015
2015-06-07,D,CU,93,2015
2015-06-07,D,CU,89,2015
2015-06-07,D,CU,95,2015
2015-06-07,D,CU,91,2015
2015-06-09,D,CU,124,2015
2015-06-09,D,CU,129,2015
2015-06-09,D,PI,122,2015
2015-06-09,D,CU,118,2015
2015-06-09,D,CU,117,2015
2015-06-09,D,CU,126,2015
2015-06-09,D,PI,100,2015
2015-06-09,D,PI,95,2015
2015-06-09,D,CU,105,2015
2015-06-09,D,CU,112,2015
2015-06-09,D,CU,121,2015
2015-06-09,D,CU,99,2015
2015-06-09,D,CU,111,2015
2015-06-09,D,CU,116,2015
2015-06-09,D,CU,108,2015
2015-06-09,D,CU,127,2015
2015-06-09,D,CU,100,2015
2015-06-09,D,CU,104,2015
2015-06-11,D,PI,103,2015
2015-06-11,D,CU,104,2015
2015-06-11,D,CU,98,2015
2015-06-11,D,CU,92,2015
2015-06-11,D,CU,105,2015
2015-06-11,D,CU,106,2015
2015-06-11,D,PI,105,2015
2015-06-11,D,PI,104,2015
2015-06-11,D,PI,109,2015
2015-06-13,D,PI,106,2015
2015-06-13,D,PI,104,2015
2015-06-13,D,PI,103,2015
2015-06-13,D,CU,111,2015
2015-06-13,D,CU,111,2015
2015-06-13,D,CU,114,2015
2015-06-13,D,CU,100,2015
2015-06-13,D,CU,100,2015
2015-06-13,D,CU,124,2015
2015-06-13,D,CU,107,2015
2015-06-13,D,CU,103,2015
2015-06-13,D,CU,110,2015
2015-06-13,D,CU,115,2015
2015-06-14,D,PI,118,2015
2015-06-14,D,CU,134,2015
2015-06-14,D,CU,126,2015
2015-06-14,D,CU,104,2015
2015-06-14,D,CU,130,2015
2015-06-14,D,CU,135,2015
2015-06-14,D,CU,113,2015
2015-06-17,D,CU,133,2015
2015-06-17,D,CU,137,2015
2015-06-17,D,CU,138,2015
2015-06-17,D,CU,139,2015
2015-06-17,D,CU,136,2015
2015-06-17,D,CU,139,2015
2015-06-17,D,CU,143,2015
2015-06-17,D,CU,134,2015
2015-06-17,D,CU,135,2015
2015-06-17,D,CU,121,2015
2015-06-18,D,CU,107,2015
2015-06-18,D,CU,122,2015
2015-06-18,D,CU,131,2015
2015-06-18,D,CU,112,2015
2015-06-18,D,CU,117,2015
2015-06-20,D,CU,136,2015
2015-06-20,D,CU,103,2015
2015-06-20,D,CU,132,2015
2015-06-20,D,CU,135,2015
2015-06-20,D,CU,134,2015
2015-06-22,D,PI,110,2015
2015-06-22,D,PI,96,2015
2015-06-22,D,PI,115,2015
2015-06-22,D,PI,113,2015
2015-06-22,D,PI,119,2015
2015-06-22,D,PI,111,2015
2015-06-22,D,PI,117,2015
2015-06-22,D,CU,101,2015
2015-06-22,D,CU,111,2015
2015-06-22,D,CU,108,2015
2015-06-22,D,CU,120,2015
2015-06-22,D,CU,112,2015
2015-06-24,D,CU,116,2015
2015-06-24,D,CU,113,2015
2015-06-24,D,CU,137,2015
2015-06-24,D,CU,134,2015
2015-06-24,D,CU,125,2015
2015-06-27,D,CU,109,2015
2015-06-27,D,CU,101,2015
2015-06-27,D,CU,144,2015
2015-06-27,D,CU,140,2015
2015-06-27,D,CU,96,2015
2015-06-27,D,PI,120,2015
2015-06-27,D,PI,117,2015
2015-06-27,D,PI,114,2015
2015-06-27,D,PI,99,2015
2015-06-27,D,PI,112,2015
2015-06-27,D,PI,119,2015
2015-06-27,D,PI,117,2015
2015-06-27,D,PI,120,2015
2015-06-27,D,PI,119,2015
2015-06-27,D,PI,111,2015
2015-06-29,D,PI,110,2015
2015-06-29,D,PI,111,2015
2015-06-29,D,CU,109,2015
2015-06-29,D,CU,122,2015
2015-06-29,D,CU,107,2015
2015-06-29,D,CU,146,2015
2015-06-29,D,CU,117,2015
2015-06-29,D,CU,114,2015
2015-06-29,D,CU,115,2015
2015-07-02,D,PI,121,2015
2015-07-02,D,PI,135,2015
2015-07-02,D,CU,136,2015
2015-07-02,D,CU,143,2015
2015-07-02,D,CU,113,2015
2015-07-02,D,CU,144,2015
2015-07-02,D,CU,137,2015
2015-07-02,D,PI,116,2015
2015-07-02,D,PI,123,2015
2015-07-02,D,PI,108,2015
2015-07-02,D,PI,123,2015
2015-07-02,D,PI,122,2015
2015-07-06,D,CU,136,2015
2015-07-06,D,CU,125,2015
2015-07-06,D,CU,128,2015
2015-07-06,D,CU,152,2015
2015-07-06,D,CU,140,2015
2015-07-07,D,CU,117,2015
2015-07-07,D,CU,131,2015
2015-07-07,D,CU,137,2015
2015-07-07,D,CU,131,2015
2015-07-07,D,CU,116,2015
2015-07-07,D,PI,122,2015
2015-07-07,D,PI,136,2015
2015-07-07,D,PI,125,2015
2015-07-07,D,PI,148,2015
2015-07-07,D,PI,122,2015
2015-07-07,D,PI,132,2015
2015-07-07,D,PI,128,2015
2015-07-07,D,PI,137,2015
2015-07-07,D,PI,152,2015
2015-07-07,D,PI,136,2015
2016-05-14,D,PI,57,2016
2016-05-14,D,PI,62,2016
2016-05-14,D,PI,60,2016
2016-05-15,D,CU,109,2016
2016-05-15,D,CU,67,2016
2016-05-15,D,CU,68,2016
2016-05-15,D,CU,100,2016
2016-05-15,D,CU,96,2016
2016-05-15,D,CU,108,2016
2016-05-15,D,CU,92,2016
2016-05-15,D,CU,85,2016
2016-05-15,D,CU,113,2016
2016-05-15,D,CU,99,2016
2016-05-15,D,PI,66,2016
2016-05-15,D,PI,95,2016
2016-05-15,D,PI,76,2016
2016-05-15,D,PI,52,2016
2016-05-15,D,PI,76,2016
2016-05-15,D,PI,92,2016
2016-05-15,D,PI,132,2016
2016-05-15,D,PI,105,2016
2016-05-15,D,PI,91,2016
2016-05-15,D,PI,86,2016
2016-05-19,D,CU,77,2016
2016-05-19,D,CU,73,2016
2016-05-19,D,CU,65,2016
2016-05-19,D,CU,76,2016
2016-05-19,D,CU,69,2016
2016-05-19,D,CU,79,2016
2016-05-19,D,CU,71,2016
2016-05-19,D,CU,65,2016
2016-05-19,D,CU,66,2016
2016-05-19,D,CU,72,2016
2016-05-19,D,CU,71,2016
2016-05-19,D,PI,64,2016
2016-05-19,D,PI,81,2016
2016-05-19,D,PI,88,2016
2016-05-19,D,PI,73,2016
2016-05-19,D,PI,75,2016
2016-05-19,D,PI,71,2016
2016-05-19,D,PI,68,2016
2016-05-19,D,PI,73,2016
2016-05-19,D,PI,73,2016
2016-05-19,D,PI,56,2016
2016-05-23,D,CU,76,2016
2016-05-23,D,CU,73,2016
2016-05-23,D,CU,101,2016
2016-05-23,D,CU,88,2016
2016-05-23,D,CU,98,2016
2016-05-23,D,CU,81,2016
2016-05-23,D,CU,75,2016
2016-05-23,D,CU,88,2016
2016-05-23,D,CU,88,2016
2016-05-23,D,CU,72,2016
2016-05-23,D,PI,81,2016
2016-05-23,D,PI,107,2016
2016-05-23,D,PI,86,2016
2016-05-23,D,PI,97,2016
2016-05-23,D,PI,87,2016
2016-05-23,D,PI,95,2016
2016-05-23,D,PI,92,2016
2016-05-23,D,PI,87,2016
2016-05-23,D,PI,87,2016
2016-05-23,D,PI,82,2016
2016-05-23,D,CU,92,2016
2016-05-23,D,CU,127,2016
2016-05-23,D,CU,97,2016
2016-05-23,D,CU,97,2016
2016-05-23,D,CU,100,2016
2016-05-23,D,CU,103,2016
2016-05-23,D,CU,90,2016
2016-05-23,D,CU,98,2016
2016-05-23,D,CU,87,2016
2016-05-23,D,CU,95,2016
2016-05-23,D,PI,107,2016
2016-05-23,D,PI,91,2016
2016-05-23,D,PI,97,2016
2016-05-23,D,PI,109,2016
2016-05-23,D,PI,97,2016
2016-05-23,D,PI,93,2016
2016-05-23,D,PI,96,2016
2016-05-23,D,PI,102,2016
2016-05-23,D,PI,98,2016
2016-05-26,D,CU,108,2016
2016-05-26,D,CU,88,2016
2016-05-26,D,CU,81,2016
2016-05-26,D,CU,86,2016
2016-05-26,D,CU,73,2016
2016-05-26,D,CU,89,2016
2016-05-26,D,CU,94,2016
2016-05-26,D,CU,77,2016
2016-05-26,D,CU,92,2016
2016-05-26,D,CU,83,2016
2016-05-26,D,PI,94,2016
2016-05-26,D,PI,84,2016
2016-05-26,D,PI,87,2016
2016-05-26,D,PI,102,2016
2016-05-26,D,PI,85,2016
2016-05-26,D,PI,85,2016
2016-05-26,D,PI,85,2016
2016-05-26,D,PI,89,2016
2016-05-26,D,PI,87,2016
2016-05-26,D,PI,77,2016
2016-05-27,D,CU,99,2016
2016-05-27,D,CU,88,2016
2016-05-27,D,CU,96,2016
2016-05-27,D,CU,97,2016
2016-05-27,D,CU,79,2016
2016-05-27,D,CU,103,2016
2016-05-27,D,CU,100,2016
2016-05-27,D,CU,100,2016
2016-05-27,D,PI,99,2016
2016-05-27,D,PI,104,2016
2016-05-27,D,PI,96,2016
2016-05-27,D,PI,93,2016
2016-05-27,D,PI,81,2016
2016-05-27,D,PI,99,2016
2016-05-27,D,PI,92,2016
2016-05-27,D,PI,102,2016
2016-05-27,D,PI,99,2016
2016-05-27,D,PI,98,2016
2016-05-27,D,CU,122,2016
2016-05-27,D,CU,96,2016
2016-05-27,D,CU,122,2016
2016-05-27,D,CU,119,2016
2016-05-27,D,CU,107,2016
2016-05-27,D,CU,113,2016
2016-05-27,D,CU,110,2016
2016-05-27,D,CU,84,2016
2016-05-27,D,CU,74,2016
2016-05-27,D,CU,95,2016
2016-05-27,D,PI,109,2016
2016-05-27,D,PI,102,2016
2016-05-27,D,PI,105,2016
2016-05-27,D,PI,99,2016
2016-05-27,D,PI,99,2016
2016-05-27,D,PI,89,2016
2016-05-27,D,PI,91,2016
2016-05-27,D,PI,113,2016
2016-05-27,D,PI,98,2016
2016-06-01,D,CU,90,2016
2016-06-01,D,CU,99,2016
2016-06-01,D,CU,112,2016
2016-06-01,D,CU,99,2016
2016-06-01,D,CU,95,2016
2016-06-01,D,CU,108,2016
2016-06-01,D,CU,108,2016
2016-06-01,D,CU,109,2016
2016-06-01,D,CU,120,2016
2016-06-01,D,CU,97,2016
2016-06-01,D,PI,102,2016
2016-06-01,D,PI,106,2016
2016-06-01,D,PI,98,2016
2016-06-01,D,CU,92,2016
2016-06-01,D,CU,97,2016
2016-06-01,D,CU,86,2016
2016-06-01,D,CU,81,2016
2016-06-01,D,CU,88,2016
2016-06-01,D,CU,89,2016
2016-06-01,D,CU,88,2016
2016-06-01,D,CU,84,2016
2016-06-01,D,CU,90,2016
2016-06-01,D,CU,102,2016
2016-06-01,D,PI,119,2016
2016-06-01,D,PI,98,2016
2016-06-01,D,PI,96,2016
2016-06-01,D,PI,100,2016
2016-06-01,D,PI,99,2016
2016-06-01,D,PI,101,2016
2016-06-01,D,PI,97,2016
2016-06-01,D,PI,95,2016
2016-06-01,D,PI,93,2016
2016-06-01,D,PI,103,2016
2016-06-03,D,CU,110,2016
2016-06-03,D,CU,93,2016
2016-06-03,D,CU,93,2016
2016-06-03,D,CU,91,2016
2016-06-03,D,CU,86,2016
2016-06-03,D,CU,110,2016
2016-06-03,D,CU,87,2016
2016-06-03,D,CU,80,2016
2016-06-03,D,CU,104,2016
2016-06-03,D,CU,82,2016
2016-06-03,D,PI,94,2016
2016-06-03,D,PI,90,2016
2016-06-03,D,PI,85,2016
2016-06-03,D,PI,107,2016
2016-06-03,D,PI,94,2016
2016-06-03,D,PI,82,2016
2016-06-03,D,PI,85,2016
2016-06-03,D,PI,95,2016
2016-06-03,D,PI,95,2016
2016-06-03,D,PI,97,2016
2016-06-07,D,CU,111,2016
2016-06-07,D,CU,107,2016
2016-06-07,D,CU,117,2016
2016-06-07,D,CU,126,2016
2016-06-07,D,CU,110,2016
2016-06-07,D,CU,110,2016
2016-06-07,D,CU,92,2016
2016-06-07,D,CU,99,2016
2016-06-07,D,CU,89,2016
2016-06-07,D,CU,114,2016
2016-06-07,D,PI,101,2016
2016-06-07,D,PI,105,2016
2016-06-07,D,PI,95,2016
2016-06-07,D,CU,113,2016
2016-06-07,D,CU,104,2016
2016-06-07,D,CU,120,2016
2016-06-07,D,CU,111,2016
2016-06-07,D,CU,108,2016
2016-06-07,D,CU,121,2016
2016-06-07,D,PI,96,2016
2016-06-07,D,PI,106,2016
2016-06-07,D,PI,101,2016
2016-06-07,D,PI,102,2016
2016-06-07,D,PI,114,2016
2016-06-07,D,PI,93,2016
2016-06-07,D,CU,124,2016
2016-06-07,D,CU,93,2016
2016-06-07,D,CU,113,2016
2016-06-07,D,CU,111,2016
2016-06-09,D,CU,105,2016
2016-06-09,D,CU,104,2016
2016-06-09,D,CU,97,2016
2016-06-09,D,CU,112,2016
2016-06-09,D,CU,108,2016
2016-06-09,D,CU,107,2016
2016-06-09,D,CU,102,2016
2016-06-09,D,CU,103,2016
2016-06-09,D,CU,103,2016
2016-06-09,D,CU,89,2016
2016-06-09,D,PI,104,2016
2016-06-09,D,PI,97,2016
2016-06-09,D,PI,100,2016
2016-06-09,D,PI,116,2016
2016-06-09,D,PI,96,2016
2016-06-09,D,PI,102,2016
2016-06-09,D,PI,93,2016
2016-06-09,D,PI,110,2016
2016-06-09,D,PI,105,2016
2016-06-09,D,PI,105,2016
2016-06-09,D,PI,111,2016
2016-06-09,D,PI,88,2016
2016-06-09,D,PI,100,2016
2016-06-09,D,CU,117,2016
2016-06-09,D,CU,99,2016
2016-06-09,D,CU,104,2016
2016-06-09,D,CU,94,2016
2016-06-09,D,PI,95,2016
2016-06-09,D,PI,91,2016
2016-06-09,D,PI,100,2016
2016-06-09,D,PI,95,2016
2016-06-09,D,PI,96,2016
2016-06-09,D,PI,92,2016
2016-06-09,D,PI,101,2016
2016-06-14,D,CU,108,2016
2016-06-14,D,CU,116,2016
2016-06-14,D,CU,97,2016
2016-06-14,D,CU,103,2016
2016-06-14,D,CU,107,2016
2016-06-14,D,CU,107,2016
2016-06-14,D,CU,110,2016
2016-06-14,D,CU,93,2016
2016-06-14,D,CU,112,2016
2016-06-14,D,CU,115,2016
2016-06-14,D,PI,114,2016
2016-06-14,D,PI,101,2016
2016-06-14,D,PI,106,2016
2016-06-14,D,PI,108,2016
2016-06-14,D,PI,118,2016
2016-06-14,D,PI,109,2016
2016-06-14,D,PI,111,2016
2016-06-14,D,PI,107,2016
2016-06-14,D,PI,111,2016
2016-06-14,D,PI,108,2016
2016-06-14,D,CU,101,2016
2016-06-14,D,CU,99,2016
2016-06-14,D,CU,113,2016
2016-06-14,D,CU,106,2016
2016-06-14,D,CU,97,2016
2016-06-14,D,CU,104,2016
2016-06-14,D,CU,102,2016
2016-06-14,D,CU,105,2016
2016-06-14,D,CU,113,2016
2016-06-14,D,CU,100,2016
2016-06-14,D,PI,111,2016
2016-06-14,D,PI,111,2016
2016-06-14,D,PI,97,2016
2016-06-14,D,PI,105,2016
2016-06-14,D,PI,96,2016
2016-06-14,D,PI,102,2016
2016-06-14,D,PI,106,2016
2016-06-14,D,PI,102,2016
2016-06-14,D,PI,104,2016
2016-06-14,D,PI,105,2016
2016-06-16,D,CU,109,2016
2016-06-16,D,CU,97,2016
2016-06-16,D,CU,94,2016
2016-06-16,D,CU,111,2016
2016-06-16,D,CU,109,2016
2016-06-16,D,CU,105,2016
2016-06-16,D,CU,96,2016
2016-06-16,D,CU,110,2016
2016-06-16,D,CU,106,2016
2016-06-16,D,PI,109,2016
2016-06-16,D,PI,106,2016
2016-06-16,D,PI,110,2016
2016-06-16,D,PI,112,2016
2016-06-16,D,PI,101,2016
2016-06-16,D,PI,110,2016
2016-06-16,D,PI,108,2016
2016-06-16,D,PI,123,2016
2016-06-16,D,PI,103,2016
2016-06-16,D,PI,107,2016
2016-06-16,D,CU,100,2016
2016-06-21,D,CU,108,2016
2016-06-21,D,CU,101,2016
2016-06-21,D,CU,102,2016
2016-06-21,D,CU,108,2016
2016-06-21,D,CU,84,2016
2016-06-21,D,CU,107,2016
2016-06-21,D,CU,102,2016
2016-06-21,D,CU,99,2016
2016-06-21,D,CU,98,2016
2016-06-21,D,CU,109,2016
2016-06-21,D,PI,112,2016
2016-06-21,D,PI,103,2016
2016-06-21,D,PI,112,2016
2016-06-21,D,PI,97,2016
2016-06-21,D,PI,109,2016
2016-06-21,D,PI,117,2016
2016-06-21,D,PI,104,2016
2016-06-21,D,PI,117,2016
2016-06-21,D,PI,111,2016
2016-06-21,D,PI,111,2016
2016-07-06,D,PI,132,2016
2016-07-06,D,PI,140,2016
2016-07-06,D,PI,136,2016
2016-07-06,D,PI,135,2016
2016-07-06,D,PI,127,2016
2016-07-06,D,PI,125,2016
2016-07-06,D,PI,133,2016
2016-07-06,D,PI,122,2016
2016-07-06,D,PI,125,2016
2016-07-06,D,PI,129,2016
2016-07-06,D,CU,125,2016
2016-07-06,D,CU,133,2016
2016-07-06,D,CU,149,2016
2016-07-06,D,CU,152,2016
2016-07-06,D,CU,135,2016
2016-07-06,D,CU,125,2016
2016-07-06,D,CU,139,2016
2016-07-06,D,CU,144,2016
2016-07-06,D,CU,117,2016
2016-07-06,D,CU,140,2016
2017-05-25,D,PI,79,2017
2017-05-25,D,PI,78,2017
2017-05-25,D,CU,94,2017
2017-05-25,D,CU,114,2017
2017-05-25,D,CU,110,2017
2017-05-25,D,CU,100,2017
2017-05-25,D,CU,123,2017
2017-05-25,D,CU,118,2017
2017-05-25,D,CU,119,2017
2017-05-25,D,CU,119,2017
2017-05-25,D,CU,129,2017
2017-05-29,D,PI,80,2017
2017-05-29,D,CU,106,2017
2017-05-29,D,CU,121,2017
2017-05-29,D,CU,116,2017
2017-05-29,D,CU,112,2017
2017-05-29,D,CU,119,2017
2017-05-29,D,CU,115,2017
2017-05-29,D,CU,105,2017
2017-06-05,D,PI,75,2017
2017-06-05,D,PI,76,2017
2017-06-05,D,PI,81,2017
2017-06-05,D,PI,80,2017
2017-06-05,D,PI,74,2017
2017-06-05,D,PI,75,2017
2017-06-05,D,PI,78,2017
2017-06-05,D,PI,75,2017
2017-06-05,D,PI,82,2017
2017-06-05,D,PI,79,2017
2017-06-05,D,CU,116,2017
2017-06-05,D,CU,115,2017
2017-06-05,D,CU,112,2017
2017-06-05,D,CU,101,2017
2017-06-05,D,CU,99,2017
2017-06-05,D,CU,72,2017
2017-06-05,D,CU,107,2017
2017-06-05,D,CU,103,2017
2017-06-05,D,CU,108,2017
2017-06-05,D,CU,115,2017
2017-06-07,D,PI,104,2017
2017-06-07,D,PI,92,2017
2017-06-07,D,PI,94,2017
2017-06-07,D,PI,91,2017
2017-06-07,D,CU,75,2017
2017-06-07,D,CU,102,2017
2017-06-07,D,CU,115,2017
2017-06-07,D,CU,111,2017
2017-06-07,D,CU,117,2017
2017-06-07,D,CU,115,2017
2017-06-07,D,CU,104,2017
2017-06-07,D,CU,110,2017
2017-06-07,D,CU,109,2017
2017-06-07,D,CU,85,2017
2017-06-12,D,CU,126,2017
2017-06-12,D,CU,103,2017
2017-06-12,D,CU,108,2017
2017-06-12,D,CU,123,2017
2017-06-12,D,CU,118,2017
2017-06-12,D,CU,94,2017
2017-06-12,D,CU,108,2017
2017-06-12,D,CU,119,2017
2017-06-12,D,CU,120,2017
2017-06-12,D,CU,121,2017
2017-06-13,D,CU,110,2017
2017-06-13,D,CU,82,2017
2017-06-13,D,CU,94,2017
2017-06-13,D,CU,121,2017
2017-06-13,D,CU,82,2017
2017-06-13,D,CU,88,2017
2017-06-13,D,CU,84,2017
2017-06-19,D,CU,118,2017
2017-06-19,D,CU,107,2017
2017-06-19,D,CU,113,2017
2017-06-19,D,CU,106,2017
2017-06-19,D,CU,108,2017
2017-06-19,D,CU,103,2017
2017-06-19,D,CU,125,2017
2017-06-19,D,CU,81,2017
2017-06-19,D,CU,118,2017
2017-06-19,D,CU,103,2017
2017-06-20,D,CU,83,2017
2017-06-20,D,CU,101,2017
2017-06-20,D,CU,112,2017
2017-06-20,D,CU,87,2017
2017-06-20,D,CU,84,2017
2017-06-20,D,CU,86,2017
2017-06-20,D,CU,100,2017
2017-06-20,D,CU,87,2017
2017-06-20,D,CU,105,2017
2017-06-20,D,CU,90,2017
2017-06-26,D,CU,103,2017
2017-06-26,D,CU,110,2017
2017-06-26,D,CU,132,2017
2017-06-26,D,CU,120,2017
2017-06-26,D,CU,103,2017
2017-06-26,D,CU,105,2017
2017-06-26,D,CU,104,2017
2017-06-26,D,CU,114,2017
2017-06-26,D,CU,106,2017
2017-06-26,D,PI,101,2017
2017-06-26,D,PI,107,2017
2017-06-26,D,CU,90,2017
2017-06-26,D,CU,108,2017
2017-06-26,D,CU,99,2017
2017-06-26,D,CU,119,2017
2017-06-26,D,CU,117,2017
2017-06-26,D,CU,97,2017
2017-06-26,D,CU,102,2017
2017-06-26,D,CU,117,2017
2017-06-26,D,CU,113,2017
2017-06-26,D,CU,114,2017
2017-06-28,D,CU,82,2017
2017-06-28,D,CU,105,2017
2017-06-28,D,CU,99,2017
2017-06-28,D,CU,101,2017
2017-06-28,D,CU,102,2017
2017-06-28,D,CU,119,2017
2017-06-28,D,CU,98,2017
2017-06-28,D,CU,95,2017
2017-06-28,D,CU,103,2017
2017-06-28,D,CU,94,2017
2017-07-04,D,CU,122,2017
2017-07-04,D,CU,100,2017
2017-07-04,D,CU,110,2017
2017-07-04,D,CU,99,2017
2017-07-04,D,CU,90,2017
2017-07-04,D,CU,112,2017
2017-07-04,D,CU,86,2017
2017-07-04,D,PI,115,2017
2017-07-04,D,PI,107,2017
2017-07-04,D,PI,126,2017
2017-07-04,D,PI,113,2017
2017-07-04,D,PI,106,2017
2017-07-04,D,PI,113,2017
2017-07-04,D,PI,120,2017
2017-07-04,D,PI,108,2017
2017-07-04,D,CU,102,2017
2017-07-04,D,CU,104,2017
2017-07-04,D,CU,134,2017
2017-07-04,D,CU,117,2017
2017-07-04,D,CU,105,2017
2017-07-04,D,CU,106,2017
2017-07-04,D,CU,100,2017
2017-07-05,D,PI,83,2017
2017-07-05,D,CU,93,2017
2017-07-05,D,CU,103,2017
2017-07-05,D,CU,101,2017
2017-07-05,D,CU,139,2017
2017-07-05,D,CU,112,2017
2017-07-05,D,CU,131,2017
2017-07-05,D,CU,94,2017
2017-07-05,D,CU,119,2017
2017-07-05,D,CU,97,2017
2017-07-05,D,CU,108,2017
2015-05-24,J,CU,118,2015
2015-05-24,J,CU,120,2015
2015-05-24,J,CU,124,2015
2015-05-24,J,CU,102,2015
2015-05-24,J,CU,127,2015
2015-05-26,J,CU,128,2015
2015-05-26,J,CU,116,2015
2015-05-26,J,CU,122,2015
2015-05-26,J,CU,122,2015
2015-05-26,J,CU,121,2015
2015-05-26,J,CU,117,2015
2015-05-26,J,CU,107,2015
2015-05-26,J,CU,130,2015
2015-05-26,J,CU,110,2015
2015-05-26,J,CU,119,2015
2015-05-26,J,CU,86,2015
2015-05-26,J,CU,121,2015
2015-05-26,J,CU,139,2015
2015-05-26,J,CU,109,2015
2015-05-26,J,CU,116,2015
2015-05-26,J,PI,77,2015
2015-05-31,J,CU,134,2015
2015-05-31,J,CU,126,2015
2015-05-31,J,CU,127,2015
2015-05-31,J,CU,126,2015
2015-05-31,J,CU,126,2015
2015-05-31,J,CU,120,2015
2015-05-31,J,CU,126,2015
2015-05-31,J,CU,113,2015
2015-05-31,J,CU,134,2015
2015-05-31,J,CU,123,2015
2015-05-31,J,CU,146,2015
2015-05-31,J,CU,126,2015
2015-05-31,J,CU,116,2015
2015-05-31,J,CU,113,2015
2015-05-31,J,CU,109,2015
2015-06-01,J,CU,123,2015
2015-06-04,J,PI,134,2015
2015-06-04,J,PI,112,2015
2015-06-04,J,PI,132,2015
2015-06-04,J,PI,128,2015
2015-06-04,J,PI,133,2015
2015-06-04,J,PI,117,2015
2015-06-04,J,PI,129,2015
2015-06-07,J,PI,124,2015
2015-06-07,J,PI,122,2015
2015-06-07,J,PI,129,2015
2015-06-07,J,PI,132,2015
2015-06-07,J,PI,111,2015
2015-06-07,J,PI,124,2015
2015-06-07,J,PI,126,2015
2015-06-07,J,PI,124,2015
2015-06-07,J,PI,107,2015
2015-06-07,J,PI,123,2015
2015-06-07,J,CU,124,2015
2015-06-07,J,CU,125,2015
2015-06-07,J,CU,117,2015
2015-06-07,J,CU,128,2015
2015-06-07,J,CU,123,2015
2015-06-08,J,CU,113,2015
2015-06-08,J,CU,106,2015
2015-06-08,J,CU,126,2015
2015-06-08,J,CU,137,2015
